t,Fx_pressure_N,Fx_viscous_N
2004.72,-34.65818,-39.26529
2004.74,-34.87881,-39.21743
2004.76,-35.25017,-39.14035
2004.77,-35.67516,-39.09363
2004.79,-35.77572,-39.04737
2004.81,-35.97878,-39.00922
2004.83,-36.52986,-38.97949
2004.85,-36.81285,-38.97722
2004.87,-36.66205,-38.98224
2004.88,-36.81025,-39.00717
2004.9,-37.2396,-39.01903
2004.92,-37.33912,-39.03299
2004.94,-37.79231,-39.05086
2004.95,-37.98552,-39.06341
2004.97,-38.24425,-39.04939
2004.99,-38.40959,-39.02911
2005.01,-38.56566,-39.01079
2005.02,-38.69341,-38.99916
2005.04,-39.13664,-38.99127
2005.06,-39.22114,-38.98085
2005.08,-39.50644,-38.98129
2005.09,-39.65446,-38.98438
2005.11,-39.89963,-38.97882
2005.13,-40.1254,-38.95826
2005.14,-40.33629,-38.93377
2005.16,-40.54967,-38.91128
2005.18,-40.79213,-38.86194
2005.2,-40.74262,-38.81499
2005.21,-40.85621,-38.76338
2005.23,-41.01288,-38.72622
2005.24,-41.15684,-38.69326
2005.26,-41.07855,-38.66714
2005.28,-41.22149,-38.64013
2005.29,-41.54767,-38.63557
2005.31,-41.9364,-38.63823
2005.33,-42.23221,-38.63802
2005.34,-42.49816,-38.6655
2005.36,-42.70951,-38.70857
2005.38,-42.95611,-38.74805
2005.39,-43.11973,-38.75919
2005.41,-43.28146,-38.7782
2005.43,-43.40358,-38.81604
2005.44,-43.79812,-38.86465
2005.46,-44.16564,-38.90628
2005.47,-44.38639,-38.93843
2005.49,-44.75221,-38.96743
2005.51,-45.01772,-39.00138
2005.52,-45.1319,-39.02795
2005.54,-46.10152,-39.03874
2005.56,-46.3372,-39.05963
2005.57,-45.54781,-39.12766
2005.59,-45.7015,-39.16034
2005.6,-45.71603,-39.19946
2005.62,-45.83863,-39.18443
2005.64,-46.25297,-39.14751
2005.65,-46.54559,-39.0999
2005.67,-47.03364,-39.07844
2005.68,-47.23001,-39.07191
2005.7,-47.2808,-39.06854
2005.72,-47.59454,-39.06412
2005.73,-47.99784,-39.0538
2005.75,-48.23689,-39.05642
2005.76,-48.27821,-39.06996
2005.78,-48.64972,-39.09308
2005.8,-48.89973,-39.1226
2005.81,-49.31079,-39.1554
